Airline,Airline ID,Source airport ID,Source airport ,Destination airport ID,Destination airport ,Codeshare,Stops,Equipment,Price,Source,Destination,Date_of_Journey
IndiGo,IB,2822,DME,4029,AGP,1230,0,320,4878,Banglore,New Delhi,12/03/2019
Air India,IB,2822,DME,4029,ALC,1212,0,320,12373,Delhi,Cochin,3/06/2019
Air India,IB,2822,DME,4029,BCN,1218,0,320,8552,Delhi,Cochin,15/06/2019
Jet Airways,IB,2822,DME,4029,MAD,1229,0,319,6741,Banglore,New Delhi,09/03/2019
Jet Airways,IB,2822,DME,4029,PMI,3998,0,320,6481,Delhi,Cochin,6/06/2019
Air India,IB,2822,DOH,11051,BAH,2057,0,777,7354,Kolkata,Banglore,6/06/2019
GoAir,IB,2822,DRS,338,BCN,1218,0,320,5228,Delhi,Cochin,21/05/2019
Air India,IB,2822,DTM,373,BCN,1218,0,320,10844,Banglore,Delhi,18/04/2019
Jet Airways,IB,2822,DUB,599,MAD,1229,0,32S,6347,Delhi,Cochin,3/06/2019
Air India,IB,2822,DUB,599,ORD,3830,0,763,5013,Delhi,Cochin,12/06/2019
IndiGo,IB,2822,DUS,345,BCN,1218,0,320 738 321,9663,Delhi,Cochin,18/05/2019
Multiple carriers,IB,2822,DUS,345,MAD,1229,0,32S,4823,Kolkata,Banglore,12/06/2019
Multiple carriers,IB,2822,DUS,345,ORD,3830,0,763,13381,Delhi,Cochin,21/05/2019
Air India,IB,2822,EAS,1242,BCN,1218,0,320,3543,Delhi,Cochin,21/03/2019
Jet Airways,IB,2822,EAS,1242,MAD,1229,0,AT7 CR2,9663,Banglore,Delhi,18/05/2019
Jet Airways,IB,2822,EDI,535,BCN,1218,0,320,7064,Kolkata,Banglore,24/03/2019
Jet Airways,IB,2822,EDI,535,LHR,507,0,321 320,10262,Kolkata,Banglore,12/05/2019
IndiGo,IB,2822,EWR,3494,LHR,507,0,777 788,13013,Delhi,Cochin,18/05/2019
Vistara,IB,2822,EWR,3494,ORY,1386,0,752,15339,Delhi,Cochin,6/03/2019
Jet Airways,IB,2822,EZE,3988,MAD,1229,0,346 342 345,4937,Delhi,Cochin,9/03/2019
Jet Airways,IB,2822,FCO,1555,AGP,1230,0,320,6818,Delhi,Cochin,15/05/2019
Multiple carriers,IB,2822,FCO,1555,ALC,1212,0,320,10441,Kolkata,Banglore,18/05/2019
Jet Airways,IB,2822,FCO,1555,BCN,1218,0,320,5177,Mumbai,Hyderabad,18/05/2019
IndiGo,IB,2822,FCO,1555,BRU,302,0,320,3858,Banglore,Delhi,12/04/2019
Jet Airways,IB,2822,FCO,1555,CTA,1509,0,320,6534,Chennai,Kolkata,21/05/2019
Jet Airways,IB,2822,FCO,1555,JFK,3797,0,763,6795,Delhi,Cochin,6/06/2019
IndiGo,IB,2822,FCO,1555,MAD,1229,0,321 319,9736,Banglore,New Delhi,03/03/2019
SpiceJet,IB,2822,FCO,1555,NTE,1418,0,320,7229,Delhi,Cochin,15/05/2019
Jet Airways,IB,2822,FCO,1555,ORD,3830,0,763,4957,Banglore,Delhi,9/04/2019
Vistara Premium economy,IB,2822,FCO,1555,ORY,1386,0,320,7648,Kolkata,Banglore,6/05/2019
Multiple carriers,IB,2822,FCO,1555,PRG,1587,0,320,3873,Banglore,Delhi,12/04/2019
SpiceJet,IB,2822,FCO,1555,VLC,1246,0,320,14388,Delhi,Cochin,9/05/2019
Vistara,IB,2822,FEZ,1066,BCN,1218,0,320,5618,Kolkata,Banglore,1/04/2019
Vistara,IB,2822,FLR,1563,BCN,1218,0,320,7408,Banglore,Delhi,18/04/2019
Multiple carriers,IB,2822,FLR,1563,BRI,1501,0,320,13774,Banglore,Delhi,1/06/2019
Air India,IB,2822,FLR,1563,CAG,1519,0,320,4668,Delhi,Cochin,18/05/2019
Jet Airways,IB,2822,FLR,1563,CPH,609,0,320,13082,Delhi,Cochin,3/03/2019
Vistara,IB,2822,FLR,1563,CTA,1509,0,320,8669,Delhi,Cochin,21/04/2019
Jet Airways,IB,2822,FLR,1563,LGW,502,0,320,6316,Delhi,Cochin,9/04/2019
Multiple carriers,IB,2822,FLR,1563,MAD,1229,0,320,12583,Delhi,Cochin,6/06/2019
Vistara,IB,2822,FLR,1563,ORY,1386,0,320,7923,Banglore,Delhi,21/04/2019
Multiple carriers,IB,2822,FLR,1563,PMO,1512,0,320,7378,Kolkata,Banglore,12/05/2019
Multiple carriers,IB,2822,FLR,1563,TXL,351,0,320,4878,Delhi,Cochin,18/05/2019
Air India,IB,2822,FRA,340,BCN,1218,0,320,10844,Banglore,New Delhi,15/03/2019
Jet Airways,IB,2822,FRA,340,DFW,3670,0,777,7229,Kolkata,Banglore,9/06/2019
IndiGo,IB,2822,FRA,340,MAD,1229,0,32S,6297,Banglore,Delhi,6/04/2019
Air India,IB,2822,FUE,1051,BCN,1218,0,320,8529,Delhi,Cochin,24/06/2019
Jet Airways,IB,2822,FUE,1051,BIO,1216,0,320,13727,Chennai,Kolkata,1/06/2019
IndiGo,IB,2822,FUE,1051,MAD,1229,0,32S,6643,Kolkata,Banglore,15/05/2019
Air India,IB,2822,GIG,2560,MAD,1229,0,342 333 345 346,10197,Kolkata,Banglore,1/04/2019
SpiceJet,IB,2822,GLA,534,LHR,507,0,321 320,4911,Delhi,Cochin,9/06/2019
Jet Airways,IB,2822,GOA,1528,BCN,1218,0,320,6482,Delhi,Cochin,1/06/2019
Jet Airways,IB,2822,GOT,687,BCN,1218,0,320,26890,Delhi,Cochin,27/06/2019
Jet Airways,IB,2822,GOT,687,LHR,507,0,320,3717,Banglore,Delhi,18/04/2019
Air India,IB,2822,GRU,2564,MAD,1229,0,345 342 346,3597,Delhi,Cochin,6/06/2019
Jet Airways,IB,2822,GRX,1223,BCN,1218,0,320,10846,Delhi,Cochin,18/05/2019
GoAir,IB,2822,GRX,1223,LCY,503,0,E90,14069,Delhi,Cochin,3/04/2019
IndiGo,IB,2822,GRX,1223,MAD,1229,0,CR9 CRK CR2,5177,Chennai,Kolkata,27/06/2019
Air India,IB,2822,GRX,1223,MLN,1058,0,AT7,14641,Kolkata,Banglore,18/05/2019
Jet Airways,IB,2822,GRX,1223,PMI,3998,0,320,6442,Delhi,Cochin,15/06/2019
IndiGo,IB,2822,GUA,1767,SAL,1892,0,342,5704,Delhi,Cochin,3/06/2019
IndiGo,IB,2822,GVA,1665,MAD,1229,0,320 319,9663,Banglore,Delhi,1/05/2019
Multiple carriers,IB,2822,GYE,2673,MAD,1229,0,342 345 346 340,14714,Delhi,Cochin,24/04/2019
Multiple carriers,IB,2822,GYE,2673,UIO,2688,0,319,5406,Banglore,New Delhi,09/03/2019
Jet Airways,IB,2822,HAJ,352,AGP,1230,0,320,8610,Kolkata,Banglore,15/06/2019
SpiceJet,IB,2822,HAJ,352,BCN,1218,0,320,14237,Kolkata,Banglore,12/05/2019
IndiGo,IB,2822,HAM,342,AGP,1230,0,320,4823,Kolkata,Banglore,6/03/2019
SpiceJet,IB,2822,HAM,342,BCN,1218,0,320,2227,Delhi,Cochin,9/06/2019
Jet Airways,IB,2822,HEL,421,BCN,1218,0,321 320,12373,Delhi,Cochin,3/03/2019
IndiGo,IB,2822,HEL,421,JFK,3797,0,330,8372,Banglore,Delhi,3/05/2019
Multiple carriers,IB,2822,HEL,421,MAD,1229,0,321,17024,Delhi,Cochin,21/03/2019
Air Asia,IB,2822,IAD,3714,LHR,507,0,744 777,3100,Delhi,Cochin,3/06/2019
Vistara,IB,2822,IAH,3550,LHR,507,0,744 777,14053,Delhi,Cochin,24/06/2019
Jet Airways,IB,2822,IBZ,1225,ALC,1212,0,CR9 AT7 CR2,3540,Delhi,Cochin,6/03/2019
Air India,IB,2822,IBZ,1225,AMS,580,0,320,9345,Banglore,New Delhi,09/03/2019
IndiGo,IB,2822,IBZ,1225,BCN,1218,0,320,10368,Delhi,Cochin,3/03/2019
Jet Airways,IB,2822,IBZ,1225,BIO,1216,0,320,26890,Banglore,Delhi,3/06/2019
Vistara,IB,2822,IBZ,1225,BRU,302,0,320,5755,Kolkata,Banglore,18/05/2019
GoAir,IB,2822,IBZ,1225,LCY,503,0,E70 E90,7832,Banglore,Delhi,3/04/2019
Vistara,IB,2822,IBZ,1225,LHR,507,0,319 320,14388,Delhi,Cochin,21/05/2019
Jet Airways,IB,2822,IBZ,1225,MAD,1229,0,CRK CR9 CR2,8839,Kolkata,Banglore,12/06/2019
Jet Airways,IB,2822,IBZ,1225,ORY,1386,0,320,22096,Delhi,Cochin,18/05/2019
SpiceJet,IB,2822,IBZ,1225,PMI,3998,0,CR9 AT7,3687,Kolkata,Banglore,24/05/2019
Jet Airways,IB,2822,IBZ,1225,VLC,1246,0,AT7 CR2 CR9,9627,Delhi,Cochin,9/05/2019
Multiple carriers,IB,2822,IEV,2944,BCN,1218,0,320,13542,Kolkata,Banglore,21/04/2019
SpiceJet,IB,2822,ILD,7459,PMI,3998,0,CR9,4423,Chennai,Kolkata,6/03/2019
Multiple carriers,IB,2822,JFK,3797,BCN,1218,0,763,8899,Banglore,New Delhi,01/03/2019
SpiceJet,IB,2822,JFK,3797,CDG,1382,0,763 757,5583,Kolkata,Banglore,18/05/2019
IndiGo,IB,2822,JFK,3797,FCO,1555,0,763,6752,Chennai,Kolkata,1/06/2019
Jet Airways,IB,2822,JFK,3797,HEL,421,0,330,3543,Banglore,New Delhi,18/03/2019
IndiGo,IB,2822,JFK,3797,LCY,503,0,318,7832,Banglore,New Delhi,01/03/2019
IndiGo,IB,2822,JFK,3797,LHR,507,0,744 77W 777,10991,Delhi,Cochin,1/04/2019
Air India,IB,2822,JFK,3797,MAD,1229,0,333 346,12898,Delhi,Cochin,6/03/2019
Air India,IB,2822,JFK,3797,MAN,478,0,757,12898,Delhi,Cochin,6/06/2019
Jet Airways,IB,2822,JFK,3797,MXP,1524,0,763,3398,Delhi,Cochin,21/03/2019
Air India,IB,2822,JFK,3797,ORY,1386,0,752,5201,Kolkata,Banglore,6/05/2019
IndiGo,IB,2822,JUL,2792,AQP,2802,0,319,13873,Delhi,Cochin,6/06/2019
Air India,IB,2822,KBP,2939,BCN,1218,0,737,7384,Delhi,Cochin,1/04/2019
Jet Airways,IB,2822,KBP,2939,MAD,1229,0,737,10262,Kolkata,Banglore,15/05/2019
Jet Airways,IB,2822,KIN,1779,LGW,502,0,777,10031,Delhi,Cochin,12/06/2019
Jet Airways,IB,2822,LAD,951,LHR,507,0,777,12384,Banglore,Delhi,9/06/2019
Vistara,IB,2822,LAD,951,MAD,1229,0,333,7757,Mumbai,Hyderabad,27/03/2019
Jet Airways,IB,2822,LAS,3877,LHR,507,0,744,17261,Delhi,Cochin,18/05/2019
IndiGo,IB,2822,LAX,3484,LHR,507,0,744 77W 388,7298,Delhi,Cochin,6/06/2019
IndiGo,IB,2822,LAX,3484,MAD,1229,0,346 342,7229,Delhi,Cochin,3/03/2019
Jet Airways,IB,2822,LBA,517,LHR,507,0,319,4174,Mumbai,Hyderabad,27/05/2019
Air India,IB,2822,LCG,1220,BCN,1218,0,320,5699,Delhi,Cochin,9/03/2019
Jet Airways,IB,2822,LCG,1220,BIO,1216,0,320,4880,Chennai,Kolkata,9/05/2019
Air India,IB,2822,LCG,1220,LHR,507,0,320,15284,Kolkata,Banglore,21/05/2019
Jet Airways,IB,2822,LCG,1220,MAD,1229,0,321 319 320,13759,Delhi,Cochin,1/06/2019
IndiGo,IB,2822,LCG,1220,SVQ,1253,0,320,16092,Banglore,New Delhi,01/03/2019
Vistara,IB,2822,LCY,503,AGP,1230,0,E90,4392,Mumbai,Hyderabad,9/03/2019
Jet Airways,IB,2822,LCY,503,GRX,1223,0,E90,10262,Banglore,New Delhi,21/03/2019
Jet Airways,IB,2822,LCY,503,IBZ,1225,0,E70 E90,3841,Kolkata,Banglore,6/05/2019
SpiceJet,IB,2822,LCY,503,MAD,1229,0,E90,5048,Delhi,Cochin,27/06/2019
Jet Airways,IB,2822,LCY,503,PMI,3998,0,E90,11096,Delhi,Cochin,3/03/2019
Jet Airways,IB,2822,LDE,1276,MAD,1229,0,CR9,5073,Chennai,Kolkata,27/05/2019
Air India,IB,2822,LED,2948,BCN,1218,0,320,19828,Delhi,Cochin,15/05/2019
Air India,IB,2822,LEI,1213,BCN,1218,0,320,3739,Delhi,Cochin,21/03/2019
Vistara,IB,2822,LEI,1213,MAD,1229,0,CR9 CRK CR2 AT7,10598,Banglore,Delhi,27/04/2019
Multiple carriers,IB,2822,LEI,1213,MLN,1058,0,AT7,7229,Delhi,Cochin,3/03/2019
Multiple carriers,IB,2822,LEJ,348,BCN,1218,0,320,8610,Delhi,Cochin,21/04/2019
IndiGo,IB,2822,LEN,6756,BCN,1218,0,CR2,6216,Delhi,Cochin,27/05/2019
IndiGo,IB,2822,LGW,502,ACE,1055,0,320,6961,Chennai,Kolkata,21/05/2019
SpiceJet,IB,2822,LGW,502,AGP,1230,0,319 734 320,10703,Banglore,New Delhi,21/03/2019
Air Asia,IB,2822,LGW,502,ALC,1212,0,319 734,14151,Kolkata,Banglore,1/05/2019
SpiceJet,IB,2822,LGW,502,ANU,2874,0,777,8586,Delhi,Cochin,27/05/2019
Jet Airways,IB,2822,LGW,502,BCN,1218,0,319 320 734,4488,Delhi,Cochin,27/05/2019
Air India,IB,2822,LGW,502,BDA,4069,0,777,7408,Banglore,Delhi,24/05/2019
Jet Airways,IB,2822,LGW,502,BGI,2875,0,777,5443,Delhi,Cochin,24/04/2019
Jet Airways,IB,2822,LGW,502,FLR,1563,0,320,10539,Kolkata,Banglore,6/05/2019
GoAir,IB,2822,LGW,502,KIN,1779,0,777,7723,Delhi,Cochin,15/06/2019
Air India,IB,2822,LGW,502,MCO,3878,0,777,15411,Delhi,Cochin,6/06/2019
Air India,IB,2822,LGW,502,TFS,1056,0,320,7229,Kolkata,Banglore,24/03/2019
Air India,IB,2822,LGW,502,TPA,3646,0,777,4804,Kolkata,Banglore,6/05/2019
Jet Airways,IB,2822,LGW,502,UVF,2894,0,777,4050,Kolkata,Banglore,9/05/2019
Jet Airways,IB,2822,LHR,507,ABZ,532,0,320 319,14151,Banglore,New Delhi,06/03/2019
Jet Airways,IB,2822,LHR,507,ARN,737,0,321 319 767 320,4957,Chennai,Kolkata,1/03/2019
Jet Airways,IB,2822,LHR,507,ATL,3682,0,777,7591,Banglore,Delhi,6/04/2019
Jet Airways,IB,2822,LHR,507,AUH,2179,0,777,11134,Kolkata,Banglore,1/04/2019
SpiceJet,IB,2822,LHR,507,AUS,3673,0,788,6600,Kolkata,Banglore,18/05/2019
Jet Airways,IB,2822,LHR,507,BAH,2057,0,777,4966,Kolkata,Banglore,24/04/2019
IndiGo,IB,2822,LHR,507,BCN,1218,0,319 320 321,15481,Delhi,Cochin,6/03/2019
IndiGo,IB,2822,LHR,507,BEY,2177,0,321,5515,Kolkata,Banglore,24/03/2019
Air India,IB,2822,LHR,507,BHD,467,0,319,14714,Kolkata,Banglore,24/03/2019
Air India,IB,2822,LHR,507,BIO,1216,0,320,4959,Mumbai,Hyderabad,9/03/2019
Jet Airways,IB,2822,LHR,507,BKK,3885,0,777,7229,Delhi,Cochin,24/06/2019
Vistara,IB,2822,LHR,507,BOS,3448,0,744 777,6094,Kolkata,Banglore,12/06/2019
IndiGo,IB,2822,LHR,507,BUD,1489,0,320,4409,Banglore,Delhi,1/06/2019
Jet Airways,IB,2822,LHR,507,BWI,3849,0,767,9794,Kolkata,Banglore,21/05/2019
SpiceJet,IB,2822,LHR,507,DEN,3751,0,777,5678,Delhi,Cochin,24/04/2019
GoAir,IB,2822,LHR,507,DFW,3670,0,77W 744 777,6442,Delhi,Cochin,3/03/2019
Air India,IB,2822,LHR,507,EDI,535,0,320 321 319,4878,Chennai,Kolkata,21/03/2019
IndiGo,IB,2822,LHR,507,EWR,3494,0,777 788,12446,Delhi,Cochin,9/03/2019
Jet Airways,IB,2822,LHR,507,GLA,534,0,320 319 321 767,16704,Banglore,Delhi,15/06/2019
Vistara,IB,2822,LHR,507,GOT,687,0,320,9134,Kolkata,Banglore,1/04/2019
Air India,IB,2822,LHR,507,IAD,3714,0,744 777,8586,Delhi,Cochin,9/05/2019
Jet Airways,IB,2822,LHR,507,IAH,3550,0,744 777,7229,Banglore,Delhi,9/06/2019
Vistara,IB,2822,LHR,507,IBZ,1225,0,319 320,6144,Kolkata,Banglore,6/05/2019
Vistara,IB,2822,LHR,507,JFK,3797,0,744 77W 777,6961,Kolkata,Banglore,15/05/2019
Air India,IB,2822,LHR,507,LAS,3877,0,744,10844,Kolkata,Banglore,9/05/2019
Jet Airways,IB,2822,LHR,507,LAX,3484,0,744 77W 388,3597,Kolkata,Banglore,12/04/2019
Jet Airways,IB,2822,LHR,507,LBA,517,0,319,7139,Delhi,Cochin,15/06/2019
Jet Airways,IB,2822,LHR,507,LCG,1220,0,320,25139,Delhi,Cochin,18/04/2019
IndiGo,IB,2822,LHR,507,MAD,1229,0,321 320 343 333,10368,Kolkata,Banglore,12/06/2019
Multiple carriers,IB,2822,LHR,507,MAN,478,0,320 319 321,5117,Delhi,Cochin,1/06/2019
Jet Airways,IB,2822,LHR,507,MEX,1824,0,744,9211,Delhi,Cochin,6/03/2019
Jet Airways,IB,2822,LHR,507,MIA,3576,0,77W 744 777,4174,Banglore,Delhi,21/05/2019
Multiple carriers,IB,2822,LHR,507,NCL,521,0,320 319,10786,Kolkata,Banglore,21/06/2019
Multiple carriers,IB,2822,LHR,507,ORD,3830,0,763 777 744,9134,Mumbai,Hyderabad,3/03/2019
Jet Airways,IB,2822,LHR,507,ORY,1386,0,319 320,13376,Kolkata,Banglore,18/05/2019
IndiGo,IB,2822,LHR,507,OSL,644,0,319 320 321,6955,Delhi,Cochin,6/04/2019
Jet Airways,IB,2822,LHR,507,PHL,3752,0,777 767,10844,Banglore,New Delhi,03/03/2019
Jet Airways,IB,2822,LHR,507,PHX,3462,0,744,3807,Kolkata,Banglore,24/03/2019
SpiceJet,IB,2822,LHR,507,PMI,3998,0,319 320,9663,Delhi,Cochin,27/05/2019
Air India,IB,2822,LHR,507,RDU,3626,0,763,12373,Banglore,New Delhi,09/03/2019
Jet Airways,IB,2822,LHR,507,RUH,2082,0,777 744,4991,Delhi,Cochin,1/06/2019
IndiGo,IB,2822,LHR,507,SAN,3731,0,777,6745,Kolkata,Banglore,1/03/2019
Air India,IB,2822,LHR,507,SEA,3577,0,744,10262,Delhi,Cochin,15/06/2019
Air India,IB,2822,LHR,507,SFO,3469,0,744,6540,Delhi,Cochin,15/06/2019
SpiceJet,IB,2822,LHR,507,SIN,3316,0,744 777,3873,Banglore,Delhi,21/04/2019
Jet Airways,IB,2822,LHR,507,WAW,679,0,320,15554,Delhi,Cochin,15/05/2019
GoAir,IB,2822,LHR,507,YUL,146,0,777,4804,Kolkata,Banglore,24/04/2019
Jet Airways,IB,2822,LHR,507,YVR,156,0,744,7438,Delhi,Cochin,18/05/2019
Air India,IB,2822,LHR,507,YYC,178,0,767,6181,Mumbai,Hyderabad,3/04/2019
Air Asia,IB,2822,LHR,507,YYZ,193,0,788 744,9424,Delhi,Cochin,15/06/2019
Multiple carriers,IB,2822,LIL,1399,BCN,1218,0,320,12725,Banglore,Delhi,18/05/2019
Jet Airways,IB,2822,LIM,2789,CUZ,2812,0,319,6046,Kolkata,Banglore,24/03/2019
IndiGo,IB,2822,LIM,2789,MAD,1229,0,345 346 342,3971,Delhi,Cochin,9/05/2019
Vistara,IB,2822,LIN,1529,MAD,1229,0,320 321,12692,Banglore,New Delhi,15/03/2019
Jet Airways,IB,2822,LIS,1638,BCN,1218,0,320,7451,Kolkata,Banglore,15/05/2019
Jet Airways,IB,2822,LIS,1638,BRU,302,0,320,13817,Banglore,Delhi,1/06/2019
Jet Airways,IB,2822,LIS,1638,MAD,1229,0,320 321 319,10703,Banglore,Delhi,21/04/2019
Jet Airways,IB,2822,LIS,1638,ORY,1386,0,320,13817,Banglore,Delhi,18/05/2019
Jet Airways,IB,2822,LOS,273,MAD,1229,0,319,27210,Kolkata,Banglore,9/05/2019
Jet Airways,IB,2822,LPA,1054,AGP,1230,0,320,13941,Chennai,Kolkata,21/05/2019
Air India,IB,2822,LPA,1054,ALC,1212,0,CR9,10246,Banglore,New Delhi,21/03/2019
Jet Airways,IB,2822,LPA,1054,BCN,1218,0,320,4804,Mumbai,Hyderabad,6/03/2019
IndiGo,IB,2822,LPA,1054,BIO,1216,0,320,6810,Delhi,Cochin,1/06/2019
SpiceJet,IB,2822,LPA,1054,DKR,1084,0,321,5198,Delhi,Cochin,6/04/2019
Air India,IB,2822,LPA,1054,MAD,1229,0,319 321,5613,Delhi,Cochin,18/05/2019
Jet Airways,IB,2822,LPA,1054,NKC,1094,0,319,4784,Kolkata,Banglore,15/04/2019
Air India,IB,2822,LPA,1054,ORY,1386,0,320,5406,Delhi,Cochin,27/05/2019
Multiple carriers,IB,2822,LPA,1054,SCQ,1243,0,CR9,5228,Banglore,New Delhi,15/03/2019
SpiceJet,IB,2822,LPA,1054,SVQ,1253,0,320,12898,Delhi,Cochin,1/06/2019
Multiple carriers,IB,2822,LPA,1054,VLC,1246,0,CRK,4667,Banglore,New Delhi,21/03/2019
Jet Airways,IB,2822,LUX,629,BCN,1218,0,320,14781,Kolkata,Banglore,9/05/2019
Jet Airways,IB,2822,LYS,1335,AGP,1230,0,320,5403,Kolkata,Banglore,1/04/2019
Air India,IB,2822,LYS,1335,BCN,1218,0,320,9899,Kolkata,Banglore,1/05/2019
Jet Airways,IB,2822,LYS,1335,MAD,1229,0,CRK,13029,Delhi,Cochin,9/05/2019
Air Asia,IB,2822,LYS,1335,PMI,3998,0,320,9187,Banglore,Delhi,1/05/2019
Jet Airways,IB,2822,LYS,1335,SVQ,1253,0,320,4823,Delhi,Cochin,21/03/2019
Jet Airways,IB,2822,MAD,1229,ACC,248,0,319,8665,Delhi,Cochin,15/06/2019
SpiceJet,IB,2822,MAD,1229,ACE,1055,0,32S,14871,Delhi,Cochin,27/03/2019
Air India,IB,2822,MAD,1229,AGP,1230,0,32S,4049,Kolkata,Banglore,6/04/2019
Jet Airways,IB,2822,MAD,1229,ALC,1212,0,32S,4667,Delhi,Cochin,9/05/2019
Jet Airways,IB,2822,MAD,1229,ALG,210,0,319,4226,Kolkata,Banglore,27/05/2019
SpiceJet,IB,2822,MAD,1229,AMM,2170,0,319 320,7591,Delhi,Cochin,27/03/2019
Jet Airways,IB,2822,MAD,1229,ARN,737,0,32S,19225,Banglore,Delhi,3/05/2019
IndiGo,IB,2822,MAD,1229,BCN,1218,0,319 320 321,12898,Delhi,Cochin,1/05/2019
Jet Airways,IB,2822,MAD,1229,BIO,1216,0,319 321 320,2754,Banglore,New Delhi,12/03/2019
Air Asia,IB,2822,MAD,1229,BLQ,1538,0,CRK,1965,Banglore,New Delhi,15/03/2019
Multiple carriers,IB,2822,MAD,1229,BOD,1264,0,CRK CR9,12835,Banglore,Delhi,15/06/2019
Air India,IB,2822,MAD,1229,BOG,2709,0,345 346,52229,Kolkata,Banglore,6/06/2019
Air India,IB,2822,MAD,1229,BOS,3448,0,333,14533,Delhi,Cochin,6/03/2019
SpiceJet,IB,2822,MAD,1229,BRU,302,0,321 320,4668,Banglore,New Delhi,12/03/2019
Jet Airways,IB,2822,MAD,1229,CCS,2851,0,333,11822,Kolkata,Banglore,6/05/2019
IndiGo,IB,2822,MAD,1229,CMN,1074,0,320 319,6017,Banglore,New Delhi,12/03/2019
Jet Airways,IB,2822,MAD,1229,CPH,609,0,32S,14714,Banglore,New Delhi,15/03/2019
Jet Airways,IB,2822,MAD,1229,DFW,3670,0,777,3597,Kolkata,Banglore,18/05/2019
Jet Airways,IB,2822,MAD,1229,DKR,1084,0,321 319,3383,Banglore,New Delhi,01/03/2019
Jet Airways,IB,2822,MAD,1229,DME,4029,0,319,11642,Kolkata,Banglore,6/05/2019
Jet Airways,IB,2822,MAD,1229,DUB,599,0,32S,5403,Kolkata,Banglore,6/06/2019
Air India,IB,2822,MAD,1229,DUS,345,0,32S,14221,Banglore,Delhi,1/05/2019
IndiGo,IB,2822,MAD,1229,EAS,1242,0,AT7 CR2,8586,Banglore,Delhi,3/05/2019
Air Asia,IB,2822,MAD,1229,EZE,3988,0,346 342 345,4049,Mumbai,Hyderabad,3/03/2019
Jet Airways,IB,2822,MAD,1229,FCO,1555,0,321 319,10262,Delhi,Cochin,21/03/2019
Vistara,IB,2822,MAD,1229,FLR,1563,0,320,7888,Banglore,Delhi,27/04/2019
IndiGo,IB,2822,MAD,1229,FRA,340,0,32S,8236,Delhi,Cochin,27/05/2019
Jet Airways,IB,2822,MAD,1229,FUE,1051,0,32S,12961,Chennai,Kolkata,15/06/2019
Air India,IB,2822,MAD,1229,GIG,2560,0,342 333 345 346,8586,Kolkata,Banglore,21/05/2019
Jet Airways,IB,2822,MAD,1229,GRU,2564,0,345 342 346,5279,Banglore,Delhi,21/04/2019
Air India,IB,2822,MAD,1229,GRX,1223,0,CRK CR9 CR2,3419,Kolkata,Banglore,12/06/2019
Jet Airways,IB,2822,MAD,1229,GUA,1767,0,342,13292,Delhi,Cochin,21/05/2019
Vistara,IB,2822,MAD,1229,GVA,1665,0,319 320,13067,Kolkata,Banglore,18/05/2019
Jet Airways,IB,2822,MAD,1229,GYE,2673,0,763,3597,Banglore,Delhi,24/05/2019
Jet Airways,IB,2822,MAD,1229,HEL,421,0,321,15554,Delhi,Cochin,27/03/2019
Vistara,IB,2822,MAD,1229,IBZ,1225,0,CRK CR9 CR2,6027,Delhi,Cochin,6/03/2019
IndiGo,IB,2822,MAD,1229,JFK,3797,0,333 346,14781,Mumbai,Hyderabad,21/06/2019
Air India,IB,2822,MAD,1229,KBP,2939,0,737,13376,Chennai,Kolkata,12/06/2019
IndiGo,IB,2822,MAD,1229,LAD,951,0,333,3943,Kolkata,Banglore,9/04/2019
IndiGo,IB,2822,MAD,1229,LAX,3484,0,346 342,5842,Banglore,New Delhi,03/03/2019
Air India,IB,2822,MAD,1229,LCG,1220,0,319 320 321,4326,Banglore,New Delhi,06/03/2019
IndiGo,IB,2822,MAD,1229,LCY,503,0,E90,8937,Delhi,Cochin,27/05/2019
Air India,IB,2822,MAD,1229,LDE,1276,0,CR9,3670,Mumbai,Hyderabad,9/06/2019
Jet Airways,IB,2822,MAD,1229,LEI,1213,0,CRK CR2 AT7 CR9,4823,Mumbai,Hyderabad,3/05/2019
Jet Airways,IB,2822,MAD,1229,LHR,507,0,321 320 345 333 342,2071,Kolkata,Banglore,24/03/2019
IndiGo,IB,2822,MAD,1229,LIM,2789,0,345 346 342,6093,Banglore,New Delhi,01/03/2019
SpiceJet,IB,2822,MAD,1229,LIN,1529,0,321 320,11682,Delhi,Cochin,15/05/2019
Air India,IB,2822,MAD,1229,LIS,1638,0,321 320 319,7774,Banglore,Delhi,24/06/2019
Jet Airways Business,IB,2822,MAD,1229,LOS,273,0,319,13067,Delhi,Cochin,9/04/2019
Multiple carriers,IB,2822,MAD,1229,LPA,1054,0,321 319,7514,Delhi,Cochin,27/03/2019
Vistara,IB,2822,MAD,1229,LYS,1335,0,CRK,6838,Delhi,Cochin,9/06/2019
Jet Airways,IB,2822,MAD,1229,MAH,1231,0,CRK,3858,Chennai,Kolkata,9/06/2019
Jet Airways,IB,2822,MAD,1229,MEX,1824,0,345 346,6795,Banglore,Delhi,24/04/2019
Jet Airways,IB,2822,MAD,1229,MIA,3576,0,333 346,16263,Kolkata,Banglore,18/05/2019
SpiceJet,IB,2822,MAD,1229,MJV,1227,0,CR2,8576,Banglore,Delhi,27/04/2019
Air Asia,IB,2822,MAD,1229,MLN,1058,0,AT7,5228,Delhi,Cochin,3/03/2019
Air India,IB,2822,MAD,1229,MRS,1353,0,CRK,16704,Kolkata,Banglore,18/05/2019
